,observed_value,prediction,classifier,name_short,matrix,polarity,fold,feat_sel_method,feat_sel_quantile,nb_features
7,False,False,MLP,Pyruvic acid,NEDC,positive,7,RandomForest,0.8333333333333333,57
8,False,False,MLP,Quinolinic acid,NEDC,positive,7,RandomForest,0.8333333333333333,57
9,False,False,MLP,Retinoic acid,NEDC,positive,7,RandomForest,0.8333333333333333,57
10,False,False,MLP,Ribulose,NEDC,positive,7,RandomForest,0.8333333333333333,57
11,False,False,MLP,Ribulose 5-phosphate,NEDC,positive,7,RandomForest,0.8333333333333333,57
12,False,True,MLP,S-Adenosylmethionine,NEDC,positive,7,RandomForest,0.8333333333333333,57
13,False,True,MLP,Serine,NEDC,positive,7,RandomForest,0.8333333333333333,57
14,False,False,MLP,Serotonin,NEDC,positive,7,RandomForest,0.8333333333333333,57
15,False,False,MLP,Succinic acid,NEDC,positive,7,RandomForest,0.8333333333333333,57
0,True,False,MLP,Palmitoyl-CoA,NEDC,positive,8,RandomForest,0.8333333333333333,57
1,True,False,MLP,Pantetheine,NEDC,positive,8,RandomForest,0.8333333333333333,57
2,True,True,MLP,Propionylcarnitine,NEDC,positive,8,RandomForest,0.8333333333333333,57
3,True,True,MLP,Prostaglandin E1,NEDC,positive,8,RandomForest,0.8333333333333333,57
4,True,False,MLP,Riboflavin,NEDC,positive,8,RandomForest,0.8333333333333333,57
5,False,True,MLP,Sulfo GalCer 18:0(2S-OH),NEDC,positive,8,RandomForest,0.8333333333333333,57
6,False,False,MLP,Taurine,NEDC,positive,8,RandomForest,0.8333333333333333,57
7,False,True,MLP,Taurocholic acid,NEDC,positive,8,RandomForest,0.8333333333333333,57
8,False,False,MLP,Tetrahydrofolic acid,NEDC,positive,8,RandomForest,0.8333333333333333,57
9,False,False,MLP,Thiamine,NEDC,positive,8,RandomForest,0.8333333333333333,57
10,False,False,MLP,Thymine,NEDC,positive,8,RandomForest,0.8333333333333333,57
11,False,False,MLP,Tryptophan,NEDC,positive,8,RandomForest,0.8333333333333333,57
12,False,False,MLP,Tyrosine,NEDC,positive,8,RandomForest,0.8333333333333333,57
13,False,False,MLP,Uracil,NEDC,positive,8,RandomForest,0.8333333333333333,57
14,False,False,MLP,Ureidosuccinic acid,NEDC,positive,8,RandomForest,0.8333333333333333,57
15,False,False,MLP,Uric acid,NEDC,positive,8,RandomForest,0.8333333333333333,57
0,True,False,MLP,S-Adenosylhomocysteine,NEDC,positive,9,RandomForest,0.8333333333333333,57
1,True,True,MLP,SM d18:1-16:0,NEDC,positive,9,RandomForest,0.8333333333333333,57
2,True,True,MLP,Spermidine,NEDC,positive,9,RandomForest,0.8333333333333333,57
3,True,False,MLP,TG 15:0-18:1-15:0,NEDC,positive,9,RandomForest,0.8333333333333333,57
4,True,False,MLP,alpha-tocopherol,NEDC,positive,9,RandomForest,0.8333333333333333,57
5,False,False,MLP,Uridine,NEDC,positive,9,RandomForest,0.8333333333333333,57
6,False,False,MLP,Uridine diphosphate,NEDC,positive,9,RandomForest,0.8333333333333333,57
7,False,False,MLP,Uridine diphosphate glucose,NEDC,positive,9,RandomForest,0.8333333333333333,57
8,False,False,MLP,Uridine diphosphate glucuronic acid,NEDC,positive,9,RandomForest,0.8333333333333333,57
9,False,False,MLP,Uridine diphosphate-N-acetylglucosamine,NEDC,positive,9,RandomForest,0.8333333333333333,57
10,False,False,MLP,Urocanic acid,NEDC,positive,9,RandomForest,0.8333333333333333,57
11,False,False,MLP,Valine,NEDC,positive,9,RandomForest,0.8333333333333333,57
12,False,False,MLP,Xanthine,NEDC,positive,9,RandomForest,0.8333333333333333,57
13,False,False,MLP,cis-Aconitic acid,NEDC,positive,9,RandomForest,0.8333333333333333,57
14,False,False,MLP,gamma-Aminobutyric acid,NEDC,positive,9,RandomForest,0.8333333333333333,57
15,False,False,MLP,myo-Inositol,NEDC,positive,9,RandomForest,0.8333333333333333,57
0,True,True,MLP,3-Hydroxymethylglutaric acid,NEDC,positive,0,RandomForest,1.0,0
1,True,True,MLP,Acetylcarnitine,NEDC,positive,0,RandomForest,1.0,0
2,True,True,MLP,Acetylcholine,NEDC,positive,0,RandomForest,1.0,0
3,True,False,MLP,Agmatine,NEDC,positive,0,RandomForest,1.0,0
4,True,False,MLP,Arginine,NEDC,positive,0,RandomForest,1.0,0
5,True,True,MLP,Argininosuccinic acid,NEDC,positive,0,RandomForest,1.0,0
6,False,True,MLP,2-Oxoglutaric acid,NEDC,positive,0,RandomForest,1.0,0
7,False,False,MLP,3-Hydroxyanthranilic acid,NEDC,positive,0,RandomForest,1.0,0
8,False,True,MLP,3-Phosphoglyceric acid,NEDC,positive,0,RandomForest,1.0,0
9,False,True,MLP,"4,5-Dihydroorotic acid",NEDC,positive,0,RandomForest,1.0,0
10,False,False,MLP,4-Hydroxyproline,NEDC,positive,0,RandomForest,1.0,0
11,False,True,MLP,5-Hydroxyindoleacetic acid,NEDC,positive,0,RandomForest,1.0,0
12,False,True,MLP,6-Phosphogluconic acid,NEDC,positive,0,RandomForest,1.0,0
13,False,True,MLP,Acetoacetic acid,NEDC,positive,0,RandomForest,1.0,0
14,False,True,MLP,Acetyl-CoA,NEDC,positive,0,RandomForest,1.0,0
15,False,True,MLP,Adenine,NEDC,positive,0,RandomForest,1.0,0
16,False,False,MLP,Adenosine diphosphate,NEDC,positive,0,RandomForest,1.0,0
17,False,True,MLP,Adenosine monophosphate,NEDC,positive,0,RandomForest,1.0,0
0,True,True,MLP,Asparagine,NEDC,positive,1,RandomForest,1.0,0
1,True,False,MLP,CAR 16:0,NEDC,positive,1,RandomForest,1.0,0
2,True,True,MLP,Carnitine,NEDC,positive,1,RandomForest,1.0,0
3,True,False,MLP,Cer d8:1/22:0 Cer,NEDC,positive,1,RandomForest,1.0,0
4,True,True,MLP,Cholecalciferol,NEDC,positive,1,RandomForest,1.0,0
5,False,True,MLP,Ascorbic acid,NEDC,positive,1,RandomForest,1.0,0
6,False,False,MLP,Aspartic acid,NEDC,positive,1,RandomForest,1.0,0
7,False,False,MLP,Biotin,NEDC,positive,1,RandomForest,1.0,0
8,False,True,MLP,Butyric acid,NEDC,positive,1,RandomForest,1.0,0
9,False,True,MLP,Cardiolipin 18:1,NEDC,positive,1,RandomForest,1.0,0
10,False,True,MLP,Carnosine,NEDC,positive,1,RandomForest,1.0,0
11,False,False,MLP,Cholesterol,NEDC,positive,1,RandomForest,1.0,0
12,False,False,MLP,Cholesteryl acetate,NEDC,positive,1,RandomForest,1.0,0
13,False,False,MLP,Cholesteryl ester 17:0,NEDC,positive,1,RandomForest,1.0,0
14,False,True,MLP,Citric acid,NEDC,positive,1,RandomForest,1.0,0
15,False,True,MLP,Citrulline,NEDC,positive,1,RandomForest,1.0,0
16,False,False,MLP,Coenzyme A,NEDC,positive,1,RandomForest,1.0,0
0,True,True,MLP,Cholic acid,NEDC,positive,2,RandomForest,1.0,0
1,True,True,MLP,Choline,NEDC,positive,2,RandomForest,1.0,0
2,True,True,MLP,Creatinine,NEDC,positive,2,RandomForest,1.0,0
3,True,True,MLP,Cysteine,NEDC,positive,2,RandomForest,1.0,0
4,True,True,MLP,Cytidine,NEDC,positive,2,RandomForest,1.0,0
5,False,True,MLP,Creatine,NEDC,positive,2,RandomForest,1.0,0
6,False,True,MLP,Cyclic adenosine monophosphate,NEDC,positive,2,RandomForest,1.0,0
7,False,True,MLP,Cystine,NEDC,positive,2,RandomForest,1.0,0
8,False,True,MLP,Cytidine monophosphate,NEDC,positive,2,RandomForest,1.0,0
9,False,True,MLP,DG 18:0-22:6,NEDC,positive,2,RandomForest,1.0,0
10,False,True,MLP,Dihydroxyacetone,NEDC,positive,2,RandomForest,1.0,0
11,False,True,MLP,Dihydroxyacetone phosphate,NEDC,positive,2,RandomForest,1.0,0
12,False,True,MLP,Dopamine,NEDC,positive,2,RandomForest,1.0,0
13,False,True,MLP,Epinephrine,NEDC,positive,2,RandomForest,1.0,0
14,False,True,MLP,Estradiol,NEDC,positive,2,RandomForest,1.0,0
15,False,True,MLP,Flavin adenine dinucleotide,NEDC,positive,2,RandomForest,1.0,0
16,False,True,MLP,Flavin mononucleotide,NEDC,positive,2,RandomForest,1.0,0
0,True,True,MLP,Cytosine,NEDC,positive,3,RandomForest,1.0,0
1,True,True,MLP,GM3 Ganglioside 18:0,NEDC,positive,3,RandomForest,1.0,0
2,True,False,MLP,GlcCer d18:1/18:0,NEDC,positive,3,RandomForest,1.0,0
3,True,True,MLP,Glucosyl cholesterol,NEDC,positive,3,RandomForest,1.0,0
4,True,True,MLP,Glycerophosphocholine,NEDC,positive,3,RandomForest,1.0,0
5,False,True,MLP,Folic acid,NEDC,positive,3,RandomForest,1.0,0
6,False,True,MLP,"Fructose 1,6-bisphosphate",NEDC,positive,3,RandomForest,1.0,0
7,False,False,MLP,Fumaric acid,NEDC,positive,3,RandomForest,1.0,0
8,False,True,MLP,Gluconic acid,NEDC,positive,3,RandomForest,1.0,0
9,False,True,MLP,Glucosamine,NEDC,positive,3,RandomForest,1.0,0
10,False,True,MLP,Glucosamine 6-phosphate,NEDC,positive,3,RandomForest,1.0,0
11,False,False,MLP,Glucose,NEDC,positive,3,RandomForest,1.0,0
12,False,False,MLP,Glucose 6-phosphate,NEDC,positive,3,RandomForest,1.0,0
13,False,True,MLP,Glutamic acid,NEDC,positive,3,RandomForest,1.0,0
14,False,True,MLP,Glutamine,NEDC,positive,3,RandomForest,1.0,0
15,False,True,MLP,Glutathione,NEDC,positive,3,RandomForest,1.0,0
16,False,True,MLP,Glycerol 3-phosphate,NEDC,positive,3,RandomForest,1.0,0
0,True,True,MLP,Histamine,NEDC,positive,4,RandomForest,1.0,0
1,True,False,MLP,Kynurenine,NEDC,positive,4,RandomForest,1.0,0
2,True,False,MLP,Lyso PA 18:1,NEDC,positive,4,RandomForest,1.0,0
3,True,False,MLP,Lyso PC 15:0,NEDC,positive,4,RandomForest,1.0,0
4,True,True,MLP,Lyso PE 18:0,NEDC,positive,4,RandomForest,1.0,0
5,False,True,MLP,Glycine,NEDC,positive,4,RandomForest,1.0,0
6,False,True,MLP,Guanine,NEDC,positive,4,RandomForest,1.0,0
7,False,False,MLP,Histidine,NEDC,positive,4,RandomForest,1.0,0
8,False,False,MLP,Homocysteine,NEDC,positive,4,RandomForest,1.0,0
9,False,False,MLP,Hypoxanthine,NEDC,positive,4,RandomForest,1.0,0
10,False,True,MLP,Kynurenic acid,NEDC,positive,4,RandomForest,1.0,0
11,False,False,MLP,L-Dopa,NEDC,positive,4,RandomForest,1.0,0
12,False,True,MLP,Lactic acid,NEDC,positive,4,RandomForest,1.0,0
13,False,True,MLP,MG 18:1,NEDC,positive,4,RandomForest,1.0,0
14,False,True,MLP,Malic acid,NEDC,positive,4,RandomForest,1.0,0
15,False,True,MLP,Malonic acid,NEDC,positive,4,RandomForest,1.0,0
0,True,True,MLP,Lyso PG 16:0,NEDC,positive,5,RandomForest,1.0,0
1,True,False,MLP,Lyso PI 17:1,NEDC,positive,5,RandomForest,1.0,0
2,True,True,MLP,Lyso PS 17:1,NEDC,positive,5,RandomForest,1.0,0
3,True,True,MLP,Melatonin,NEDC,positive,5,RandomForest,1.0,0
4,True,True,MLP,N-Acetylaspartylglutamic acid,NEDC,positive,5,RandomForest,1.0,0
5,False,True,MLP,Methionine,NEDC,positive,5,RandomForest,1.0,0
6,False,True,MLP,Mevalonic acid,NEDC,positive,5,RandomForest,1.0,0
7,False,False,MLP,Myo-inositol 1-phosphate,NEDC,positive,5,RandomForest,1.0,0
8,False,True,MLP,N-Acetylaspartic acid,NEDC,positive,5,RandomForest,1.0,0
9,False,True,MLP,N-Acetylgalactosamine 6-phosphate,NEDC,positive,5,RandomForest,1.0,0
10,False,True,MLP,Niacinamide,NEDC,positive,5,RandomForest,1.0,0
11,False,False,MLP,Nicotinamide adenine dinucleotide (NAD),NEDC,positive,5,RandomForest,1.0,0
12,False,False,MLP,"Nicotinamide adenine dinucleotide, reduced (NADH)",NEDC,positive,5,RandomForest,1.0,0
13,False,True,MLP,Nicotinamide riboside,NEDC,positive,5,RandomForest,1.0,0
14,False,False,MLP,Nicotinamide ribotide,NEDC,positive,5,RandomForest,1.0,0
15,False,False,MLP,Nicotinic acid,NEDC,positive,5,RandomForest,1.0,0
0,True,True,MLP,N-Acetylglucosamine,NEDC,positive,6,RandomForest,1.0,0
1,True,True,MLP,"N6,N6,N6-Trimethyllysine",NEDC,positive,6,RandomForest,1.0,0
2,True,True,MLP,Ornithine,NEDC,positive,6,RandomForest,1.0,0
3,True,True,MLP,Oxidized glutathione,NEDC,positive,6,RandomForest,1.0,0
4,True,True,MLP,PA 16:0-18:1,NEDC,positive,6,RandomForest,1.0,0
5,False,True,MLP,Orotic acid,NEDC,positive,6,RandomForest,1.0,0
6,False,True,MLP,Oxalacetic acid,NEDC,positive,6,RandomForest,1.0,0
7,False,True,MLP,PI 16:0-18:1,NEDC,positive,6,RandomForest,1.0,0
8,False,True,MLP,PI(5)P 18:1,NEDC,positive,6,RandomForest,1.0,0
9,False,True,MLP,Palmitic acid,NEDC,positive,6,RandomForest,1.0,0
10,False,False,MLP,Pantothenic acid,NEDC,positive,6,RandomForest,1.0,0
11,False,True,MLP,Phenylalanine,NEDC,positive,6,RandomForest,1.0,0
12,False,True,MLP,Phosphocreatine,NEDC,positive,6,RandomForest,1.0,0
13,False,False,MLP,Phosphoenolpyruvic acid,NEDC,positive,6,RandomForest,1.0,0
14,False,True,MLP,Phylloquinone,NEDC,positive,6,RandomForest,1.0,0
15,False,True,MLP,Proline,NEDC,positive,6,RandomForest,1.0,0
0,True,True,MLP,PC (O) C16-18:1,NEDC,positive,7,RandomForest,1.0,0
1,True,True,MLP,PC 15:0-18:1,NEDC,positive,7,RandomForest,1.0,0
2,True,True,MLP,PE 18:0-20:4,NEDC,positive,7,RandomForest,1.0,0
3,True,True,MLP,PG 16:0-18:1,NEDC,positive,7,RandomForest,1.0,0
4,True,False,MLP,PS (POPS) 16:0-18:1,NEDC,positive,7,RandomForest,1.0,0
5,False,False,MLP,Putrescine,NEDC,positive,7,RandomForest,1.0,0
6,False,False,MLP,Pyridoxine,NEDC,positive,7,RandomForest,1.0,0
7,False,True,MLP,Pyruvic acid,NEDC,positive,7,RandomForest,1.0,0
8,False,False,MLP,Quinolinic acid,NEDC,positive,7,RandomForest,1.0,0
9,False,True,MLP,Retinoic acid,NEDC,positive,7,RandomForest,1.0,0
10,False,True,MLP,Ribulose,NEDC,positive,7,RandomForest,1.0,0
11,False,True,MLP,Ribulose 5-phosphate,NEDC,positive,7,RandomForest,1.0,0
12,False,True,MLP,S-Adenosylmethionine,NEDC,positive,7,RandomForest,1.0,0
13,False,True,MLP,Serine,NEDC,positive,7,RandomForest,1.0,0
14,False,True,MLP,Serotonin,NEDC,positive,7,RandomForest,1.0,0
15,False,True,MLP,Succinic acid,NEDC,positive,7,RandomForest,1.0,0
0,True,True,MLP,Palmitoyl-CoA,NEDC,positive,8,RandomForest,1.0,0
1,True,False,MLP,Pantetheine,NEDC,positive,8,RandomForest,1.0,0
2,True,False,MLP,Propionylcarnitine,NEDC,positive,8,RandomForest,1.0,0
3,True,True,MLP,Prostaglandin E1,NEDC,positive,8,RandomForest,1.0,0
4,True,False,MLP,Riboflavin,NEDC,positive,8,RandomForest,1.0,0
5,False,True,MLP,Sulfo GalCer 18:0(2S-OH),NEDC,positive,8,RandomForest,1.0,0
6,False,False,MLP,Taurine,NEDC,positive,8,RandomForest,1.0,0
7,False,True,MLP,Taurocholic acid,NEDC,positive,8,RandomForest,1.0,0
8,False,False,MLP,Tetrahydrofolic acid,NEDC,positive,8,RandomForest,1.0,0
9,False,True,MLP,Thiamine,NEDC,positive,8,RandomForest,1.0,0
10,False,False,MLP,Thymine,NEDC,positive,8,RandomForest,1.0,0
11,False,False,MLP,Tryptophan,NEDC,positive,8,RandomForest,1.0,0
12,False,False,MLP,Tyrosine,NEDC,positive,8,RandomForest,1.0,0
13,False,False,MLP,Uracil,NEDC,positive,8,RandomForest,1.0,0
14,False,True,MLP,Ureidosuccinic acid,NEDC,positive,8,RandomForest,1.0,0
15,False,False,MLP,Uric acid,NEDC,positive,8,RandomForest,1.0,0
0,True,False,MLP,S-Adenosylhomocysteine,NEDC,positive,9,RandomForest,1.0,0
1,True,False,MLP,SM d18:1-16:0,NEDC,positive,9,RandomForest,1.0,0
2,True,True,MLP,Spermidine,NEDC,positive,9,RandomForest,1.0,0
3,True,False,MLP,TG 15:0-18:1-15:0,NEDC,positive,9,RandomForest,1.0,0
4,True,False,MLP,alpha-tocopherol,NEDC,positive,9,RandomForest,1.0,0
5,False,False,MLP,Uridine,NEDC,positive,9,RandomForest,1.0,0
6,False,False,MLP,Uridine diphosphate,NEDC,positive,9,RandomForest,1.0,0
7,False,True,MLP,Uridine diphosphate glucose,NEDC,positive,9,RandomForest,1.0,0
8,False,False,MLP,Uridine diphosphate glucuronic acid,NEDC,positive,9,RandomForest,1.0,0
9,False,False,MLP,Uridine diphosphate-N-acetylglucosamine,NEDC,positive,9,RandomForest,1.0,0
10,False,False,MLP,Urocanic acid,NEDC,positive,9,RandomForest,1.0,0
11,False,False,MLP,Valine,NEDC,positive,9,RandomForest,1.0,0
12,False,True,MLP,Xanthine,NEDC,positive,9,RandomForest,1.0,0
13,False,False,MLP,cis-Aconitic acid,NEDC,positive,9,RandomForest,1.0,0
14,False,True,MLP,gamma-Aminobutyric acid,NEDC,positive,9,RandomForest,1.0,0
15,False,True,MLP,myo-Inositol,NEDC,positive,9,RandomForest,1.0,0
0,True,False,MLP,3-Hydroxymethylglutaric acid,NEDC,positive,0,kendall,0.0,357
1,True,True,MLP,Acetylcarnitine,NEDC,positive,0,kendall,0.0,357
2,True,True,MLP,Acetylcholine,NEDC,positive,0,kendall,0.0,357
3,True,False,MLP,Agmatine,NEDC,positive,0,kendall,0.0,357
4,True,False,MLP,Arginine,NEDC,positive,0,kendall,0.0,357
5,True,False,MLP,Argininosuccinic acid,NEDC,positive,0,kendall,0.0,357
6,False,False,MLP,2-Oxoglutaric acid,NEDC,positive,0,kendall,0.0,357
7,False,False,MLP,3-Hydroxyanthranilic acid,NEDC,positive,0,kendall,0.0,357
8,False,False,MLP,3-Phosphoglyceric acid,NEDC,positive,0,kendall,0.0,357
9,False,False,MLP,"4,5-Dihydroorotic acid",NEDC,positive,0,kendall,0.0,357
10,False,False,MLP,4-Hydroxyproline,NEDC,positive,0,kendall,0.0,357
11,False,False,MLP,5-Hydroxyindoleacetic acid,NEDC,positive,0,kendall,0.0,357
12,False,False,MLP,6-Phosphogluconic acid,NEDC,positive,0,kendall,0.0,357
13,False,False,MLP,Acetoacetic acid,NEDC,positive,0,kendall,0.0,357
14,False,True,MLP,Acetyl-CoA,NEDC,positive,0,kendall,0.0,357
15,False,False,MLP,Adenine,NEDC,positive,0,kendall,0.0,357
16,False,False,MLP,Adenosine diphosphate,NEDC,positive,0,kendall,0.0,357
17,False,False,MLP,Adenosine monophosphate,NEDC,positive,0,kendall,0.0,357
0,True,False,MLP,Asparagine,NEDC,positive,1,kendall,0.0,357
1,True,True,MLP,CAR 16:0,NEDC,positive,1,kendall,0.0,357
2,True,True,MLP,Carnitine,NEDC,positive,1,kendall,0.0,357
3,True,True,MLP,Cer d8:1/22:0 Cer,NEDC,positive,1,kendall,0.0,357
4,True,True,MLP,Cholecalciferol,NEDC,positive,1,kendall,0.0,357
5,False,False,MLP,Ascorbic acid,NEDC,positive,1,kendall,0.0,357
6,False,False,MLP,Aspartic acid,NEDC,positive,1,kendall,0.0,357
7,False,False,MLP,Biotin,NEDC,positive,1,kendall,0.0,357
8,False,False,MLP,Butyric acid,NEDC,positive,1,kendall,0.0,357
9,False,True,MLP,Cardiolipin 18:1,NEDC,positive,1,kendall,0.0,357
10,False,False,MLP,Carnosine,NEDC,positive,1,kendall,0.0,357
11,False,True,MLP,Cholesterol,NEDC,positive,1,kendall,0.0,357
12,False,True,MLP,Cholesteryl acetate,NEDC,positive,1,kendall,0.0,357
13,False,True,MLP,Cholesteryl ester 17:0,NEDC,positive,1,kendall,0.0,357
14,False,True,MLP,Citric acid,NEDC,positive,1,kendall,0.0,357
15,False,True,MLP,Citrulline,NEDC,positive,1,kendall,0.0,357
16,False,False,MLP,Coenzyme A,NEDC,positive,1,kendall,0.0,357
0,True,False,MLP,Cholic acid,NEDC,positive,2,kendall,0.0,357
1,True,True,MLP,Choline,NEDC,positive,2,kendall,0.0,357
2,True,True,MLP,Creatinine,NEDC,positive,2,kendall,0.0,357
3,True,False,MLP,Cysteine,NEDC,positive,2,kendall,0.0,357
4,True,False,MLP,Cytidine,NEDC,positive,2,kendall,0.0,357
5,False,False,MLP,Creatine,NEDC,positive,2,kendall,0.0,357
6,False,False,MLP,Cyclic adenosine monophosphate,NEDC,positive,2,kendall,0.0,357
7,False,True,MLP,Cystine,NEDC,positive,2,kendall,0.0,357
8,False,False,MLP,Cytidine monophosphate,NEDC,positive,2,kendall,0.0,357
9,False,True,MLP,DG 18:0-22:6,NEDC,positive,2,kendall,0.0,357
10,False,False,MLP,Dihydroxyacetone,NEDC,positive,2,kendall,0.0,357
11,False,False,MLP,Dihydroxyacetone phosphate,NEDC,positive,2,kendall,0.0,357
12,False,False,MLP,Dopamine,NEDC,positive,2,kendall,0.0,357
13,False,False,MLP,Epinephrine,NEDC,positive,2,kendall,0.0,357
14,False,False,MLP,Estradiol,NEDC,positive,2,kendall,0.0,357
15,False,True,MLP,Flavin adenine dinucleotide,NEDC,positive,2,kendall,0.0,357
16,False,True,MLP,Flavin mononucleotide,NEDC,positive,2,kendall,0.0,357
0,True,False,MLP,Cytosine,NEDC,positive,3,kendall,0.0,357
1,True,True,MLP,GM3 Ganglioside 18:0,NEDC,positive,3,kendall,0.0,357
2,True,True,MLP,GlcCer d18:1/18:0,NEDC,positive,3,kendall,0.0,357
3,True,False,MLP,Glucosyl cholesterol,NEDC,positive,3,kendall,0.0,357
4,True,True,MLP,Glycerophosphocholine,NEDC,positive,3,kendall,0.0,357
5,False,False,MLP,Folic acid,NEDC,positive,3,kendall,0.0,357
6,False,False,MLP,"Fructose 1,6-bisphosphate",NEDC,positive,3,kendall,0.0,357
7,False,False,MLP,Fumaric acid,NEDC,positive,3,kendall,0.0,357
8,False,False,MLP,Gluconic acid,NEDC,positive,3,kendall,0.0,357
9,False,True,MLP,Glucosamine,NEDC,positive,3,kendall,0.0,357
10,False,False,MLP,Glucosamine 6-phosphate,NEDC,positive,3,kendall,0.0,357
11,False,True,MLP,Glucose,NEDC,positive,3,kendall,0.0,357
12,False,False,MLP,Glucose 6-phosphate,NEDC,positive,3,kendall,0.0,357
13,False,False,MLP,Glutamic acid,NEDC,positive,3,kendall,0.0,357
14,False,True,MLP,Glutamine,NEDC,positive,3,kendall,0.0,357
15,False,True,MLP,Glutathione,NEDC,positive,3,kendall,0.0,357
16,False,False,MLP,Glycerol 3-phosphate,NEDC,positive,3,kendall,0.0,357
0,True,False,MLP,Histamine,NEDC,positive,4,kendall,0.0,357
1,True,False,MLP,Kynurenine,NEDC,positive,4,kendall,0.0,357
2,True,True,MLP,Lyso PA 18:1,NEDC,positive,4,kendall,0.0,357
3,True,True,MLP,Lyso PC 15:0,NEDC,positive,4,kendall,0.0,357
4,True,True,MLP,Lyso PE 18:0,NEDC,positive,4,kendall,0.0,357
5,False,False,MLP,Glycine,NEDC,positive,4,kendall,0.0,357
6,False,False,MLP,Guanine,NEDC,positive,4,kendall,0.0,357
7,False,False,MLP,Histidine,NEDC,positive,4,kendall,0.0,357
8,False,True,MLP,Homocysteine,NEDC,positive,4,kendall,0.0,357
9,False,False,MLP,Hypoxanthine,NEDC,positive,4,kendall,0.0,357
10,False,False,MLP,Kynurenic acid,NEDC,positive,4,kendall,0.0,357
11,False,False,MLP,L-Dopa,NEDC,positive,4,kendall,0.0,357
12,False,False,MLP,Lactic acid,NEDC,positive,4,kendall,0.0,357
13,False,True,MLP,MG 18:1,NEDC,positive,4,kendall,0.0,357
14,False,False,MLP,Malic acid,NEDC,positive,4,kendall,0.0,357
15,False,False,MLP,Malonic acid,NEDC,positive,4,kendall,0.0,357
0,True,True,MLP,Lyso PG 16:0,NEDC,positive,5,kendall,0.0,357
1,True,False,MLP,Lyso PI 17:1,NEDC,positive,5,kendall,0.0,357
2,True,True,MLP,Lyso PS 17:1,NEDC,positive,5,kendall,0.0,357
3,True,False,MLP,Melatonin,NEDC,positive,5,kendall,0.0,357
4,True,False,MLP,N-Acetylaspartylglutamic acid,NEDC,positive,5,kendall,0.0,357
5,False,True,MLP,Methionine,NEDC,positive,5,kendall,0.0,357
6,False,True,MLP,Mevalonic acid,NEDC,positive,5,kendall,0.0,357
7,False,False,MLP,Myo-inositol 1-phosphate,NEDC,positive,5,kendall,0.0,357
8,False,True,MLP,N-Acetylaspartic acid,NEDC,positive,5,kendall,0.0,357
